,Jang-hESCs_Control_71,Jang-hESCs_Control_72,Jang-hESCs_Control_73,Jang-iPSCs_Control_74,Jang-iPSCs_Control_75,Jang-iPSCs_Control_76,Jang-iPSCs_AMN_77,Jang-iPSCs_AMN_78,Jang-iPSCs_AMN_79,Jang-iPSCs_CCALD_80,Jang-iPSCs_CCALD_81,Jang-iPSCs_CCALD_82
C7orf31,6.710819,6.583027,6.550287,6.461028,6.521458,6.526180999999999,6.743548,6.431044,6.5519940000000005,6.560047,6.54735,6.522048000000001
C7orf33,6.18991,6.228402,6.285747,6.1201360000000005,6.263552,6.260408,6.2770470000000005,6.289472,6.299435,6.401198,6.399829,6.237205
C7orf34,6.482373,6.379736,6.428526000000001,6.632024,6.368281,6.469115,6.4765559999999995,6.378323,6.359254,6.717086999999999,6.334295,6.27393
C7orf43,7.938672,8.250649000000001,8.134965,8.452463,8.434999000000001,8.185708,8.499497999999999,8.450876,8.516822,8.374999,8.806202,8.753835
C7orf49,9.367705,8.745095,8.818325999999999,8.535949,8.817203,8.808982,8.799519,8.704107,9.386177,8.716508000000001,9.687052,8.445068
C7orf50,12.375639,12.524091,12.937312,12.211735000000001,12.492785000000001,12.216939,12.757603999999999,12.634585000000001,13.181298000000002,12.27846,12.417396,12.241439
C7orf57,7.3854690000000005,6.8228800000000005,6.8858215,6.9244155,7.0477479999999995,6.943319,7.03325,6.94278,6.953603500000001,6.980141499999999,7.371830999999999,6.932336500000001
C7orf61,6.639714,6.306336,6.486692,6.35065,6.413295,6.542582,6.47879,6.490575,6.5814960000000005,6.64924,6.485595,6.758635000000001
C7orf62,6.691279,6.319488,6.4286959999999995,6.326263,6.210657,6.361801,6.3573059999999995,6.374363,6.195812999999999,6.280228,6.292586,6.487875
C7orf65,6.9964699999999995,6.941432000000001,7.053438000000001,6.796262,6.8517589999999995,6.9263330000000005,7.227377000000001,7.02151,7.181467,6.9877139999999995,7.132646,6.775774
C7orf66,6.2225,6.179790000000001,6.280266,6.339133,6.215279,6.2686150000000005,6.226118,6.2089620000000005,6.314733,6.21324,6.226118,6.358876
C7orf69,6.242078,6.050282,6.119338,6.095619999999999,6.164041,6.093163,6.155819999999999,6.254158,6.057258,6.2325029999999995,6.097022,6.164041
C7orf71,6.764908,6.972182000000001,6.928122999999999,6.973503,6.975005,7.01605,7.073783000000001,7.070722,6.827976,6.912373,6.9257800000000005,7.066142999999999
C7orf72,6.3144035,6.3077005,6.156582,6.3392935,6.3164435,6.4266095000000005,6.33049,6.4737425,6.2723095,6.3941425,6.433945,6.285671
C7orf77,6.561658,6.6555,6.493973,6.418874,6.646094000000001,6.459994,6.699733,6.483542,6.587606,6.531603,6.6217690000000005,6.580222
C8A,6.471272,6.357542,6.500716000000001,6.45784,6.248194,6.42718,6.458826999999999,6.3362680000000005,6.343858999999999,6.225551,6.455004,6.321581
C8B,6.4921809999999995,6.351845,6.831109,6.452622,6.639649,6.677638000000001,6.44043,6.335723000000001,6.459071,6.610157000000001,6.443387,6.528795
C8G,6.6329649999999996,6.944035,6.717949000000001,6.67841,6.654425,6.759208999999999,6.710501,6.684414,6.845132,6.595826,6.791592,6.581873
C8orf22,6.392702,6.3526169999999995,6.624581,6.533131,6.526048,6.531347,6.399898,6.348464,6.497392,6.532333,6.581900999999999,6.6152169999999995
C8orf31,6.7795190000000005,6.529732,6.614992,6.570059,6.5423919999999995,6.652302000000001,6.525671,6.622694,6.696631,6.797674000000001,6.62449,6.495213
C8orf33,9.9758985,9.794847,9.8893905,9.7718385,9.8185095,9.727943,9.872831,9.9110335,10.0344735,9.9279665,10.0058655,9.8157595
C8orf34,6.6057570000000005,6.8208910000000005,6.742699000000001,6.955597999999999,6.8390059999999995,7.030173,6.735327000000001,7.031661,6.993707000000001,6.743328999999999,6.442876,6.8278229999999995
C8orf37,9.271311500000001,8.8665365,8.9556775,8.999392,8.663692,8.751331,8.946808500000001,8.745032,8.939105999999999,8.9836995,8.811073500000001,8.641352000000001
C8orf37-AS1,6.750742,6.6211839999999995,6.784896000000001,6.898639999999999,6.8102800000000006,6.84112,6.6686119999999995,6.794307000000001,6.691228999999999,6.801046,7.122455,6.782138000000001
C8orf4,6.636162,6.31501,6.401895,6.271787000000001,6.534638,6.390961,6.3810150000000005,6.404116,6.765364999999999,6.436202,6.4899830000000005,6.402097
C8orf44,6.756678,6.797594,6.783335000000001,6.81958,6.669116000000001,6.742869000000001,6.7034210000000005,6.680981,6.643433,6.658017,6.577717999999999,6.70915
C8orf46,6.245532,6.063264,6.319395,6.341511,6.129504,6.271484,6.337507,6.271285,6.321704,6.163172,6.262477,6.174289
C8orf58,9.526603999999999,9.191336999999999,9.744564,9.065663,9.241864999999999,9.039696000000001,9.682542,9.569175,10.224092,8.799154,9.177061,9.014178999999999
C8orf59,10.31546,10.568399000000001,10.218036,9.764163,10.100697,10.197775,10.637186999999999,10.623228,11.072305,10.340167,10.483758,10.163762
C8orf74,6.4122129999999995,6.322871,6.2954545,6.4607295,6.3439785,6.315481,6.326625,6.333914,6.455353,6.4508625,6.3861215,6.3861345
C8orf76,10.608953,10.965791000000001,10.677715,10.55003,10.635288000000001,10.648521,10.500817999999999,10.617706,10.669014,10.772927000000001,10.611703,10.698692
C8orf82,7.8786309999999995,8.399332000000001,8.510168,8.402795,8.515049000000001,8.257494,8.134149,8.206646000000001,9.001142,8.015286,8.188232000000001,8.068052999999999
C8orf86,6.906273,6.792146000000001,6.828456,6.605817,6.993016000000001,6.911322999999999,6.891036,6.814544000000001,7.109983000000001,6.7983720000000005,6.8447320000000005,6.9488
C8orf88,7.766333500000001,7.592222500000001,7.735661500000001,7.4594245,7.373496,7.5820265,7.466105000000001,7.5528699999999995,7.9974115,7.5056080000000005,7.496034,7.6272115000000005
C9,6.137348,6.453293,6.41188,5.964207,6.042237,6.220744,6.151355000000001,6.230459,6.088858,6.335146,6.08957,6.273246
C9orf106,6.831892999999999,6.6339455,6.836653999999999,6.6825054999999995,6.74142,6.631715,6.74425,6.611913499999999,6.7990685,6.500504,6.706961,6.824053
C9orf116,9.1219065,9.556744,9.5722775,9.361804,9.497235,9.4176695,9.5997265,9.6161835,10.081578,9.5510855,9.143344,9.3988115
C9orf129,9.413815,8.50709,8.361412,8.061057,8.340243,8.304175,8.359985,8.362532,8.25617,8.296308,8.451707,7.751129
C9orf131,6.574208500000001,6.5514790000000005,6.403306,6.5308465,6.4162514999999996,6.414823999999999,6.500160500000001,6.578916,6.567446,6.4425435,6.541706,6.5610545
C9orf135,12.193006,11.4608,11.712087,11.354242999999999,11.59322,11.690166,10.6846,10.678861999999999,11.508086,11.547417,10.995759,11.518575
C9orf139,6.134374,6.329134,6.267275,6.255209,6.3745,6.25737,6.361176,6.555828999999999,6.302168,6.318834,6.362237,6.39161
C9orf142,10.47968,10.88776,11.150324000000001,10.013380999999999,10.289946,10.349976,10.436711,10.465417,11.30733,10.422088,10.209622999999999,10.326012
C9orf152,6.4426309999999996,6.524986,6.642637,6.536455,6.584925999999999,6.654758999999999,6.525416000000001,6.452505,6.405236,6.506799,6.16129,6.439925
C9orf16,7.262291,7.679733000000001,7.766449000000001,7.895092999999999,7.625344,7.454680000000001,7.839860000000001,7.528999000000001,8.265416,7.526878,7.41755,7.66604
C9orf163,6.633439,6.739107000000001,6.483082,6.672358,6.566107000000001,6.666991,6.678495,6.709103,6.599747,6.749155,6.768371000000001,6.704039999999999
C9orf170,6.502431,6.552902,6.4432875,6.4414105,6.631692,6.3553805,6.504363,6.442317,6.5285215,6.366821,6.479183,6.5659955000000005
C9orf172,6.536948000000001,6.4310805,6.483778,6.4833545,6.520128,6.3677675,6.4460955,6.435359,6.485593499999999,6.428389,6.5028690000000005,6.483679
C9orf24,7.43695,8.262360000000001,8.160747,7.848263,7.614935000000001,7.599533999999999,7.769832000000001,7.68427,8.092555,7.7466740000000005,7.524630999999999,7.912439999999999
C9orf3,6.5682220000000004,6.8177970000000006,6.697126,6.75253,6.85893,6.800851,6.6657850000000005,6.823444,6.95277,6.570715,6.528283,6.728014
C9orf40,8.890024,8.763177,9.039442999999999,8.284202,8.41306,8.496088,8.230691,8.346735,9.262728,8.249518,8.150888,8.461153999999999
C9orf43,6.854844,6.889301,6.80587,7.01169,6.945817,6.952551,7.06,6.871492999999999,6.7459880000000005,6.986692999999999,7.228439999999999,6.9947729999999995
C9orf47,6.453293,6.481513,6.593773,6.518571,6.583133,6.406157,6.524493,6.477469999999999,6.32343,6.476148,6.416171,6.557167999999999
C9orf50,6.905950999999999,6.771592,6.768814999999999,6.57485,6.609713,6.704735,6.785017999999999,6.54575,6.6992970000000005,6.681067,6.724203999999999,6.485484
C9orf57,6.890248,7.1504710000000005,6.902611,7.16586,6.980017,7.142397,6.823444,7.159105,6.939228999999999,7.020271000000001,7.089346000000001,7.221226
C9orf64,9.117183,9.116864999999999,9.334856,9.123156,9.266246,9.105313,9.466901,9.395137,8.987107,8.598162,9.247522,8.536199
C9orf66,6.6055850000000005,6.676947,6.620538000000001,6.670560000000001,6.570996000000001,6.612289,6.634013,6.725598,6.593773,6.741507,6.838682,6.543304
C9orf69,10.651983,10.294741,10.833376,9.940408999999999,9.996927000000001,9.879328,9.88344,9.969008,10.742262,9.333293,10.224953999999999,9.441766000000001
C9orf72,6.756067,6.9027449999999995,6.780932000000001,6.864714,6.859057000000001,6.8938690000000005,6.826066,6.864836,6.659762,6.740453,6.855097,6.691619
C9orf78,10.863763,10.829936,10.247479,11.031805,11.07865,10.850562,10.914502,10.956094,9.677783,10.670813,11.099333999999999,10.53766
C9orf84,6.623587,6.460846,6.558389,6.559749000000001,6.6041229999999995,6.521294,6.604885,6.605534,6.685825,6.454107,6.686807000000001,6.444183
C9orf85,6.765666499999999,6.8634985,6.797809,6.8861545,6.7702800000000005,6.9256804999999995,7.0238765,6.932567,6.917412,6.684301,6.8063555,6.653322
CA1,6.097022,6.232,6.131374,6.278542,6.303277,6.226278,6.101186,6.282216,6.176812,6.3495029999999995,6.247139,6.194229
CA10,6.601681,6.912899,6.744178,7.441503,7.325544,7.203888,7.291353,7.335628,6.952551,6.914846000000001,7.242878,7.436757000000001
CA11,8.636279,9.244427,9.207772,9.640633,9.575288,9.381932,8.864428,9.084832,10.106071,9.324160000000001,9.481268,9.607338
CA12,7.228095,7.483361,7.428105499999999,7.5591425,7.6051744999999995,7.3346565,7.802013499999999,7.7299335000000005,7.157521000000001,7.168607000000001,7.3947285,7.412767
CA13,7.093166,6.964731,7.025291999999999,7.219453999999999,7.1269279999999995,7.197291000000001,7.021329,7.091602000000001,6.941,7.016635000000001,7.470808,7.285299
CA14,8.701073,8.963322999999999,8.538003,9.385882,9.39443,9.44318,8.838405,8.971867999999999,8.039812,9.171869000000001,8.656206,9.178764
CA2,9.1616005,9.311446499999999,8.564433,9.526035,9.590330499999999,9.643787,9.4386745,9.613016,8.745847999999999,9.8652965,9.449618,9.696828
CA3,6.9726515,6.87482,7.1466155,6.619508000000001,6.70535,6.607492,6.6514895,6.701941499999999,6.9829,6.745278,7.0326785,6.933182
CA4,9.783951,10.136735,10.032363,10.410486,10.569397,10.342925,10.640036,10.532045,10.823721,10.866277,10.157843,10.809521
CA5A,6.1920980000000005,6.269698,6.245598,6.272318,6.3632919999999995,6.123181,6.278338,6.289161,6.060169,5.9104730000000005,6.329288,6.049702
CA5B,6.797332000000001,7.500758,7.442391000000001,6.944508,6.959587,6.9227479999999995,6.989387,6.968014999999999,6.8747929999999995,6.915731,6.653158,6.882308999999999
CA5BP1,7.001342999999999,7.090516,6.851861,7.110961,7.184353,7.069046000000001,7.076797,7.275355,7.099827,7.162603999999999,7.219268,6.9790589999999995
CA6,6.688772999999999,6.724925999999999,6.605799,6.695975999999999,6.688407000000001,6.603772,6.714753999999999,6.5926279999999995,6.617847,6.7668729999999995,6.724533999999999,6.606247
CA7,6.4145705,6.458365000000001,6.525306,6.3920625,6.322081,6.435089,6.421933,6.542675,6.612191999999999,6.432911,6.286258,6.3966725
CA8,6.783838,6.714447,6.646628,6.642575999999999,6.515368,6.926577,6.593475,6.5454,6.718592999999999,6.583774000000001,6.4931160000000006,6.582706
CA9,7.118185,7.065749,7.322445,6.865150999999999,6.794911999999999,6.843869000000001,7.080977000000001,6.970903,7.451664,7.018667,6.993016000000001,7.002203
CAAP1,7.950260000000001,7.935071000000001,7.660128,7.593064999999999,7.65977,7.570594,8.041699000000001,7.9320699999999995,7.716392,7.607205,7.907912,7.562311
CAB39,11.30081,10.852578,10.698172999999999,11.577929,11.380241999999999,11.474597,11.376899,11.453774000000001,10.916722,11.648758,11.450034,11.502862
CAB39L,6.926856,6.946163,6.835269,6.944405000000001,7.046850999999999,6.841775999999999,6.971269,6.807557000000001,6.898828,6.740557000000001,7.063694,6.70631
CABIN1,9.687717,10.018989999999999,10.32678,9.708322,9.700868,9.344047,9.774495,9.591498,9.837330999999999,9.463032,9.417783,9.897995
CABLES1,10.011683999999999,9.189486,9.42329,10.404060000000001,10.027569999999999,10.028773,10.2775,10.145344,9.750432,10.585609,10.38705,10.47968
CABLES2,7.655834,8.305192,8.319801,7.969064,8.140423,7.903136999999999,8.263183999999999,8.234239,7.753168,8.305192,7.899242999999999,8.132903
CABP1,6.3718379999999994,6.354557,6.517306,6.410382,6.348821,6.535851,6.52022,6.565028999999999,6.551094,6.466034,6.440194,6.52412
CABP2,6.705292,6.6292740000000006,6.594325,6.5827990000000005,6.797936,6.6606630000000004,6.632262,6.642125,6.786078,6.768857000000001,6.852777000000001,6.630213
CABP4,6.447106,6.491987,6.441836,6.506732,6.41275,6.385483,6.380286,6.646342,6.4477709999999995,6.425903,6.46459,6.254061
CABP5,6.557036999999999,6.564439999999999,6.343173999999999,6.379061,6.335783,6.385104,6.487894,6.404161,6.322072,6.278891000000001,6.4079,6.667966000000001
CABP7,8.166061000000001,7.977834,8.039812,8.574561,8.695303,8.594641000000001,8.03823,8.128687,8.288666000000001,8.340489,7.972208999999999,8.0864
CABS1,6.669343,6.697953999999999,6.651434,6.739083,6.7718679999999996,6.818975999999999,6.958703999999999,6.7011460000000005,6.754271000000001,6.663628,6.873715,6.717803
CABYR,7.6268745,7.702031,7.367323,7.6813475,7.7736244999999995,7.728525500000001,7.6966705,7.6203520000000005,7.194775999999999,7.703359,8.085224,7.7653765
CACFD1,8.108403,8.171927,8.56874,8.403877,8.455833,8.394734,8.39735,8.303923,8.829626,7.977834,8.133678999999999,8.318083999999999
CACHD1,7.9766745,8.0130635,7.685907,8.213689,8.1386485,8.158043,8.061899,7.965747500000001,7.075823,8.1398165,7.880936,8.0997395
CACNA1A,6.533015,6.610291999999999,6.5476725,6.796939999999999,6.599234,6.748574499999999,6.536188,6.5223365,6.6410405,6.6825175,6.6670375,6.6464240000000006
CACNA1B,7.098425,7.046772,7.289733999999999,7.093669,7.101033,6.934219000000001,7.059581,6.724953999999999,7.201231,6.9701580000000005,6.955636,7.038691
CACNA1C,6.449365,6.462922,6.445897,6.29623,6.375421,6.503371,6.545185,6.564659,6.556986,6.538621,6.5128900000000005,6.4814110000000005
CACNA1C-AS4,7.144158,7.201819,7.2294089999999995,6.861489,7.031556,7.008472,7.1506039999999995,7.131583999999999,7.246747999999999,7.018103,7.098708,6.966514
CACNA1D,7.085201,7.0957479999999995,6.993152,7.045864999999999,6.931539,6.870664,6.986742,7.053748,7.057824,6.888333,6.830406,6.932067
CACNA1E,6.821936,7.262098,7.071055,7.268739999999999,7.289584,7.0834470000000005,7.377452000000001,7.278714,6.667845,6.904032000000001,7.083647999999999,7.082139999999999
CACNA1F,6.889736,7.2876270000000005,7.418875,7.135401,7.209211,7.036707000000001,7.0342139999999995,7.039787,6.9420399999999995,7.0808800000000005,6.935621,7.188385
CACNA1G,6.3673655,6.4675585,6.4479675,6.5302815,6.511480000000001,6.5197614999999995,6.455284,6.576569500000001,6.546618,6.4672165,6.4000085,6.399711
CACNA1H,9.326702000000001,9.1524875,9.5849045,9.430860000000001,9.24348,9.2493865,9.0479935,9.1449915,9.856056500000001,9.6931855,9.449138,10.042803999999999
CACNA1I,7.106478999999999,7.8644645,8.1764355,7.5216080000000005,7.746078,7.539312,7.7126339999999995,7.531208500000001,8.063144,6.929913000000001,6.8504105,7.563203
CACNA1S,6.933551,7.120178,7.047784,6.9169979999999995,6.961574000000001,6.851178,7.091988000000001,7.058564,6.801964999999999,7.079888,7.062577,7.119853
CACNA2D1,6.781472999999999,6.527799,6.53707,6.666525,6.516571,6.613663000000001,6.444591,6.451348,6.396765,6.536833000000001,6.901871000000001,6.594395
CACNA2D2,7.3114895,7.2431185,7.595602499999999,7.399486500000001,7.389213499999999,7.3471015,7.408138,7.355411,7.3593470000000005,7.2658570000000005,7.181995,7.358281
CACNA2D3,7.825102,7.528588,7.018878,7.955936,7.873971000000001,7.815828,7.850165,7.864994,7.365583999999999,7.504105,8.51463,7.460392999999999
CACNA2D4,6.1063529999999995,6.443162,6.154482,6.343445,6.355144999999999,6.384654,6.359462000000001,6.393982,6.152893,6.114794,6.504109,6.3054440000000005
CACNB1,6.698281,6.587432499999999,6.6207015,6.677933500000001,6.6166525,6.6147155,6.545346,6.6274665,6.6957235,6.6818705000000005,6.6485905,6.5726285
CACNB2,6.445517,6.4683459999999995,6.4860430000000004,6.536541000000001,6.612487,6.5809679999999995,6.438562999999999,6.398501,6.423553,6.453007,6.58605,6.555942999999999
CACNB3,9.321976,9.477749000000001,10.366379,9.122825,9.545679,9.125716,9.6019,9.447771000000001,10.188543,8.95994,8.883471,9.353057000000002
CACNB4,6.502738,6.604203999999999,6.728852000000001,6.5092620000000005,6.346680999999999,6.643000999999999,6.520844,6.591891,6.315798,6.43302,6.63997,6.690936
CACNG1,6.720194,6.890853999999999,6.612855000000001,6.7285070000000005,6.916482000000001,6.601227000000001,6.873755,6.8959779999999995,6.91684,6.849289999999999,6.530137,6.8927309999999995
CACNG2,6.265353,6.2408325,6.3985645,6.3734345,6.312364,6.2871835,6.3459195,6.4302785,6.380633,6.4204495,6.392322,6.389289499999999
CACNG3,6.723007000000001,6.613538,6.614116,6.729673,6.83144,6.670967999999999,6.7982759999999995,6.593151,6.731634,6.850389,7.079851,6.695975999999999
CACNG4,7.060147,7.052931,7.086758000000001,7.0033460000000005,6.903733,6.88722,7.043658,7.091413,7.219136,7.079654,7.159105,7.178869000000001
CACNG5,6.526078,6.529875,6.274344999999999,6.570942999999999,6.822922999999999,6.424021,6.484343,6.520531,6.457825,6.468943,6.175145,6.477828
CACNG6,6.560089,6.876519999999999,6.747186,7.0607619999999995,6.961171,6.976483999999999,6.8727789999999995,7.023675999999999,7.158235,6.988169,6.910500999999999,6.870296000000001
CACNG7,6.488549,6.722552,6.6777169999999995,6.9938009999999995,6.692633,6.784116,6.742721,6.542898,6.686049000000001,6.651528999999999,6.494096,6.732708000000001
CACNG8,6.514285,6.413819,6.5613695000000005,6.4777845,6.409371,6.5318404999999995,6.6060765,6.487296499999999,6.3904845,6.6151775,6.436954,6.3842465
CACTIN,8.055245,8.093073500000001,8.327306,8.342824,8.311038499999999,8.247116499999999,8.1219785,8.299325,8.804366,8.151545500000001,8.396177,8.140108
CACUL1,6.7499839999999995,6.604684,6.567305,6.654447,6.428328,6.836386999999999,6.426418,6.661147,6.546088,7.145066,6.387753,6.835764999999999
CACYBP,6.920305,7.0871699999999995,6.581339,6.854242999999999,6.894430000000001,7.002092,6.765555,6.8889119999999995,7.066267999999999,7.024986999999999,6.726769,7.003939
CAD,10.008173,10.409164,10.748386,10.298816,10.430384,10.400157,10.28483,10.35701,10.974461999999999,10.180311999999999,9.973666,10.337116
CADM1,9.92821,9.217253,9.873992,9.479339,9.200667,9.093223,9.459611,9.477056,8.885292,9.700508000000001,10.074368,9.45523
CADM2,6.99578,6.800877000000001,6.752489,7.103525,7.085201,7.368367,7.646076,7.578587,7.079851,7.029936999999999,6.9888,6.886450999999999
CADM3,6.821277,7.037256,7.30805,7.349875999999999,7.279114,7.153892999999999,7.1950460000000005,7.208344,7.535807000000001,7.201485000000001,6.860764,7.236294
CADM4,7.832821000000001,7.2893740000000005,7.941863000000001,8.060431,7.718733,7.470617999999999,8.245888,7.873385000000001,8.551687,7.6623779999999995,8.66047,8.317898
CADPS,6.601083999999999,6.6061440000000005,6.693096000000001,6.515969999999999,6.47393,6.560192999999999,6.482732,6.633647,6.587317999999999,6.696519,6.666525,6.420266000000001
CADPS2,7.9061095,7.6868,7.6276865,7.9377685,7.950358500000001,7.906446000000001,8.072414,8.0377845,7.6458085,7.8685339999999995,8.041412,7.9662690000000005
CAGE1,6.595847,6.614369,6.688225999999999,6.71776,6.728103999999999,6.73319,6.770339999999999,6.752686,6.765928999999999,6.606327,6.6879539999999995,6.808647000000001
CALB1,6.05316,6.358657,6.33707,6.3270800000000005,6.321464,6.365241,6.41915,6.466412999999999,6.261129,6.097225,6.170905,6.431906
CALB2,8.0332655,8.0951985,8.123759,8.1407575,8.2299685,8.185371,8.241432000000001,8.2468525,8.564249499999999,8.353895,8.431938,8.24428
CALCA,6.784339,6.653275999999999,6.807246000000001,6.693726,6.575714,6.744428,6.893758,6.696741,6.991113,6.8379080000000005,6.616233,6.81692
CALCB,6.655800999999999,6.537278,6.376225,7.464065,7.920944,7.758977000000001,8.126661,8.041452,8.72226,7.989841,8.268931,8.033976
CALCOCO1,7.38253,7.353244999999999,7.375442999999999,7.569572,7.495107000000001,7.269164999999999,7.625344,7.517289999999999,7.695539,7.281650999999999,7.651617,7.674985
CALCOCO2,6.94545,7.30125,6.876109,7.062075,7.186052,7.276062,7.2988,7.250878,6.856889999999999,7.221117,7.06947,7.2403509999999995
CALCR,8.040887,8.043451,7.532358,7.929082000000001,7.850821000000001,7.8160300000000005,7.888389,7.842178,7.370438,8.45877,8.198727,8.678954
CALCRL,6.405081,6.549297,6.6711100000000005,6.434932,6.5314440000000005,6.772935,6.706195,6.722753999999999,6.900442,6.702503,6.622853,6.629067999999999
CALD1,11.115304,8.430269000000001,9.340228,9.214255,8.589091999999999,9.278564999999999,8.862572,9.076654,9.071094,9.225222,9.736360000000001,9.031311
CALHM1,6.6192215,6.653301,6.507683,6.4485255,6.6186125,6.5104865,6.6903845,6.6058745,6.588022500000001,6.655736500000001,6.7595015,6.64043
CALHM2,7.615052,7.373686,7.467486999999999,7.435772999999999,7.295064,7.266399000000001,7.51139,7.475560000000001,7.615837,7.320692,7.433249000000001,7.423617
CALHM3,6.909535000000001,6.804784,7.437855,6.781311,6.950483999999999,6.857480000000001,7.001117,6.8263229999999995,7.583928,6.850111999999999,7.009325,6.969697999999999
CALM1,11.698903999999999,11.724194,11.282691999999999,11.886813,11.803887,11.756684,11.768958999999999,11.751731,10.333193,11.708509,11.562764,11.565558
CALM2,13.176571,13.045614,13.004681,13.043548,13.179729,13.285075,13.324546,13.340283,13.580692,13.212222,13.391932,13.270148
CALM3,14.181525,14.323915,14.298210000000001,14.341803,14.387498999999998,14.176776,14.298210000000001,14.214873999999998,14.301854999999998,14.181525,14.144578,14.166442000000002
CALML3,6.378629,6.406291,6.252957,6.565931,6.502842,6.476338,6.660073,6.410271,6.357641,6.509713,6.377386,6.383286
CALML3-AS1,6.5122480000000005,6.627616000000001,6.5627130000000005,6.3536589999999995,6.648191000000001,6.616204,6.624242,6.4767209999999995,6.583956,6.590819000000001,6.5743160000000005,6.502388
CALML4,7.122659,7.358096000000001,7.3629255,7.6399895,7.3475535,7.4319755,7.568246,7.670853,7.2840275,7.5148705,7.318786,7.349825
CALML5,7.136711,7.116027000000001,7.154699000000001,6.8992830000000005,7.077503,7.02977,7.163799000000001,6.9749419999999995,7.181626,6.93653,7.211130000000001,7.122766
CALML6,6.620344,6.612749000000001,6.547254,6.818553,6.804863,6.629255000000001,6.650328,6.644454,6.7274899999999995,6.691969,6.696687,6.768197
CALN1,7.1743820000000005,7.043709,7.128775,6.799232000000001,7.009925999999999,7.1183570000000005,7.095833,7.01169,7.129937,6.869329,6.745011999999999,6.971100999999999
CALR,10.541628999999999,10.86828,10.905919,10.945024,11.187365,10.845787,11.243186,11.041755,11.234045,10.930685,10.977789999999999,10.843848
CALR3,6.65017,6.719179,6.53235,6.602284,6.454733,6.7287669999999995,6.551868,6.613591,6.612166,6.796632000000001,6.725409,6.654589
CALU,11.589978,11.526423,11.162831,11.551728,11.600458999999999,11.373796,11.746915,11.725589999999999,10.30303,11.577514,11.529976,11.797601
CALY,7.292299000000001,7.424919,7.4411214999999995,7.127621,7.305975999999999,7.193683500000001,7.37304,7.164899,7.5380815000000005,7.215122999999999,7.244611,7.370450999999999
CAMK1,7.378197,7.3663050000000005,7.601439999999999,7.433794,7.274093,7.303493,7.334753999999999,7.321499,7.689081,7.204536,7.505505,7.168886
CAMK1D,6.837167,7.26536,7.110961,7.151586999999999,7.039903999999999,7.263721,7.024753,7.167653,7.185445,7.300822999999999,6.911033,7.212336
CAMK1G,6.92249,7.06185,7.145198,6.971005,6.993086999999999,7.057286,7.0374479999999995,6.8887410000000004,6.90585,6.8385050000000005,6.811488000000001,6.769062
CAMK2A,6.1238980000000005,6.202107,6.2633730000000005,6.2983709999999995,6.187117,6.067588,6.08957,6.39159,6.3761019999999995,6.137164,6.032544000000001,6.1644760000000005
CAMK2B,6.3003089999999995,6.5862110000000005,6.532897,6.417073,6.444498,6.423553,6.44465,6.41059,6.6175880000000005,6.504958,6.459045,6.452945
CAMK2D,6.758786,6.585966,6.482146,6.557960499999999,6.511329,6.5531809999999995,6.5419220000000005,6.537839,6.5914695000000005,6.5137355,6.5755625,6.54971
CAMK2G,10.189226,9.727084,10.048292,9.75393,9.895439,9.865836,9.893096,9.885317,10.069891,9.528575,9.649524000000001,9.582289999999999
CAMK2N1,7.737848,7.848103999999999,8.203321,8.126661,7.845585000000001,8.121139999999999,7.994255,7.97708,8.347091,7.486321,8.348158999999999,7.518163
CAMK2N2,7.8848460000000005,8.117709,8.314788,7.9253089999999995,7.9453309999999995,7.713918,8.239436,8.053666,8.714671000000001,7.913922,7.8113220000000005,8.002517
CAMK4,6.647802,6.755569,6.653426,6.703180000000001,6.5868135,6.678999,6.609678999999999,6.580239999999999,6.5890985,6.527604,6.359043,6.570383500000001
CAMKK1,6.599094999999999,6.572764500000001,6.579083,6.6442380000000005,6.550694,6.730924000000001,6.731857499999999,6.7940245,6.853235000000001,6.796253500000001,6.8780825,6.891263499999999
CAMKK2,7.208416000000001,7.416149000000001,7.423233,7.427572500000001,6.953188000000001,7.289495,7.1139705,7.208244500000001,7.307216499999999,7.043819,6.84547,6.854408500000001
CAMKMT,9.623806,9.952406,9.92101,9.872406,10.08602,9.917428,10.071919,10.048669,9.89477,9.623510000000001,9.749663,9.727084
CAMKV,11.369955000000001,12.362967,12.497809,12.321518,12.62279,12.424380000000001,12.330588,12.440807000000001,12.627956,12.480102,12.066775999999999,12.291392
CAMLG,11.576899000000001,12.406682,12.469605,12.108297,12.347161999999999,12.325061999999999,12.446789,12.521392,12.625893,12.08281,11.773109,12.30664
CAMP,6.5328349999999995,6.329288,6.274021,6.484008,6.47879,6.3076360000000005,6.474709,6.275429,6.361801,6.28135,6.267056,6.3848080000000005
CAMSAP1,9.571114,9.385193,9.488614,9.584122,9.601084,9.670689,9.85617,9.809171000000001,9.172374000000001,9.692089,9.859175,9.858305999999999
CAMSAP2,9.386447,8.833925,8.275161,9.091841,9.056797999999999,8.823018,9.247016,9.299114999999999,7.87975,9.577409,9.614628999999999,9.190513000000001
CAMSAP3,6.8431645,7.196633500000001,7.2739455,7.2636645,7.1383125,7.0324675,7.061331,6.9656575,7.5320255000000005,6.957383,6.935922,7.172952499999999
CAMTA1,7.415045,7.845985000000001,7.926814,7.99891,8.014248,7.849431,8.076253999999999,8.191708,7.446127000000001,7.32988,7.4108600000000004,7.638373
