,Jang-hESCs_Control_71,Jang-hESCs_Control_72,Jang-hESCs_Control_73,Jang-iPSCs_Control_74,Jang-iPSCs_Control_75,Jang-iPSCs_Control_76,Jang-iPSCs_AMN_77,Jang-iPSCs_AMN_78,Jang-iPSCs_AMN_79,Jang-iPSCs_CCALD_80,Jang-iPSCs_CCALD_81,Jang-iPSCs_CCALD_82
SECTM1,7.203291,7.043503,7.181978999999999,7.054407,7.180563,7.110849000000001,7.213933,7.225712,6.987202000000001,7.111663,7.026624000000001,7.22019
SEH1L,9.672775,9.403126,9.421869000000001,9.489179,9.241564,9.594619999999999,9.180538,9.349022,8.855819,9.606999,9.368624,9.647242
SEL1L,6.603667,6.63755,6.710116,6.776725999999999,6.709961,6.674703999999999,6.553791,6.840478999999999,6.533697,6.857913000000001,6.959645,6.710116
SEL1L3,10.756344,10.949161,10.940447,11.489061999999999,11.200302,11.103941,11.131950999999999,11.104362,9.919093,10.769976,10.754128999999999,10.979656
SELE,7.0602855,7.008371,6.993050500000001,6.944602499999999,6.873168,6.9959845000000005,7.157757000000001,7.0869740000000006,7.0908705,6.9923905,7.122560000000001,6.891342
SELENBP1,7.996567999999999,8.31231,8.549439999999999,8.422174,8.314788,8.170707,7.992667,7.952197,8.321342999999999,8.088903,7.89363,8.228297999999999
SELK,7.5097235,7.7702100000000005,7.814866,7.585569500000001,7.766331,7.8883795,7.6064905,7.5791095,8.169883500000001,7.6996970000000005,7.771616000000001,7.8151470000000005
SELL,6.267275,6.294729,6.393048,6.3225050000000005,6.471692,6.28857,6.535724,6.432599,6.358753,6.286054,6.508603,6.323531
SELM,9.130556,9.252511,9.368099,9.156848,9.297861,9.306643,9.368941,8.939062,9.86053,9.448245,9.842079,9.411722
SELO,8.160945,8.469862,8.601289999999999,8.498965,8.596055999999999,8.199708,8.586957,8.258517,9.100686,8.366467,8.491064999999999,8.461419
SELP,6.077881,6.561868,6.422901,6.424525,6.624581,6.348821,6.5455760000000005,6.557591,6.436137,6.478626,6.520087,6.25179
SELPLG,6.293005,6.380591000000001,6.475575,6.642347,6.385249,6.444116999999999,6.549036,6.637161,6.5413239999999995,6.527049,6.326507,6.434658
SELT,8.3080225,7.8796824999999995,7.6753789999999995,7.916506500000001,7.974885499999999,8.287079499999999,8.034796,8.0611235,7.927566000000001,8.4937895,8.3455285,8.2976505
SELV,8.598908999999999,9.137385,9.397874,9.012645,9.244723,8.82051,9.231531,8.982953,9.425341,8.941568,8.725021,8.872956
SEMA3A,9.745757000000001,8.736092999999999,8.770097999999999,8.999338,8.091275,8.438889999999999,8.036456,8.123244999999999,7.616287,8.406658,8.114591,8.385371000000001
SEMA3B,6.6243735,6.7905869999999995,6.953380999999999,7.076569500000001,6.86274,6.915032000000001,7.1072074999999995,7.060675,7.537107000000001,6.546365,6.8032770000000005,7.009783500000001
SEMA3C,6.8792089999999995,6.7190520000000005,6.863045,6.734763,6.738678,6.622917,6.776803,6.649692,6.662859,6.762875,6.768396000000001,6.734883
SEMA3D,6.86637,6.659573,6.780456,6.773108000000001,6.634685,6.680224000000001,6.905922,6.834372999999999,6.783102,6.7846910000000005,6.801475999999999,6.801799000000001
SEMA3E,7.5874495,6.9888710000000005,7.366747999999999,7.2559705,6.7645835000000005,6.826547,7.092805,7.020650999999999,7.218636999999999,7.2635535,7.077522,6.850757000000001
SEMA3F,8.322980000000001,8.358891,8.795637,8.326958,8.571473,8.312793,8.396436999999999,8.45706,9.165577,7.783763,7.960541,8.078663
SEMA3G,6.567869,6.942359,6.8414779999999995,6.970235000000001,6.826886999999999,6.7329669999999995,6.699141,6.8340369999999995,6.725028999999999,6.699895,6.510823,6.647938000000001
SEMA4A,8.818622,8.934275,9.478723,9.650866,9.439289,9.138515,8.817501,8.442319,8.922171,9.049649,8.685084,9.220964
SEMA4B,8.380979,8.4746535,8.5671985,8.586629499999999,8.6426735,8.49508,8.47183,8.5467385,8.845907,8.3927865,8.2431595,8.637113000000001
SEMA4C,8.585661,8.640207,8.95155,9.017847999999999,9.058269000000001,8.848933,9.100686,9.035067999999999,9.480205,8.71751,9.076654,8.77902
SEMA4D,10.512402999999999,11.351331,11.34021,11.032461,11.28645,11.103482000000001,11.208316,11.300314,10.903205,10.848425,10.915205,10.817927000000001
SEMA4F,7.548145,7.7057905,7.995783500000001,7.4504655,7.4636355,7.3996145,7.659306,7.499280000000001,8.0500955,7.499219999999999,7.628249,7.547408
SEMA4G,6.928494500000001,7.000374000000001,7.0544,7.2080635,7.205547,7.2844595000000005,7.1220485,6.9222505000000005,7.1268115000000005,6.937086,6.9005825,6.880780000000001
SEMA5A,6.8004005,7.027467,6.918684,6.920916,7.112658000000001,6.926158999999999,7.1502755,7.0492645000000005,6.506648,7.0556945,6.689641,6.809288499999999
SEMA5B,8.377164,8.990985,9.344567999999999,9.193282,9.226527,9.060402,9.129365,9.253064,9.714914,8.659456,8.317898,8.929910000000001
SEMA6A,13.089563,12.045725,11.749875,13.045614,12.778997,12.651306,13.202183999999999,13.019266,10.474226,12.884788,13.163091,12.640336
SEMA6B,8.1464515,8.006791,8.228677000000001,7.9856169999999995,8.1362925,7.992799499999999,8.28078,8.134350999999999,8.260222500000001,8.1394125,8.219693,8.195675
SEMA6C,6.790097,7.557075,7.734531,7.530634,7.532358,7.463029,7.269558,7.449083,7.797119,7.246613000000001,6.8650210000000005,7.450367999999999
SEMA6D,6.531905,6.4930650000000005,6.531715,6.43115,6.572552000000001,6.553204,6.425,6.556347,6.570971000000001,6.558114999999999,6.508101,6.47045
SEMA7A,6.852677000000001,6.570996000000001,6.50903,6.587432000000001,6.683481,6.728687,6.773013000000001,6.618263000000001,6.742777,6.753526,6.476472,6.71477
SEMG1,7.7182509999999995,7.319450999999999,6.9496720000000005,7.464678999999999,7.591564999999999,7.539613,7.949794,7.841164,7.628199,7.826451,8.845317999999999,8.172779
SEMG2,6.324895,6.202669,6.3246910000000005,6.450868,6.5492669999999995,6.462242,6.670208000000001,6.475087,6.437769,6.422773,6.4893540000000005,6.474183
SENP2,10.355478999999999,10.00025,9.2728365,10.7972865,10.4051545,10.5762065,9.9294625,10.094891,8.539642,10.893728999999999,10.1929155,10.697834
SENP3,7.223361,6.914185000000001,7.049786,6.880897999999999,7.140035000000001,6.934714,7.193838,7.260986,7.274,7.064361,7.024227000000001,6.850563
SENP5,7.9352350000000005,7.828556,7.4915055,8.049424499999999,7.968623,7.8847045,8.0887285,8.001939,7.1980975,7.912691499999999,8.0870745,8.069475500000001
SENP6,7.8850039999999995,7.4860835,7.3829955,7.7034365000000005,7.453964,7.784216000000001,7.4433705,7.6337185,7.275023,7.926695,7.6028139999999995,7.665446
SENP7,7.009522500000001,7.4626575,7.2763855,7.190523,7.015819500000001,7.26939,7.3724545,7.3576915,7.1599705,7.096749000000001,7.2305455,7.253959500000001
SENP8,6.542076,6.712477000000001,6.5286610000000005,6.629749,6.616607000000001,6.5240339999999994,6.6041229999999995,6.602587,6.463046,6.601241,6.59368,6.617538000000001
SEP15,10.12063,9.983174,9.632187,10.180786999999999,10.014429,10.219939,10.266287,10.248894,10.301422,10.066783000000001,10.228238000000001,10.370037
SEPHS1,13.3765915,12.975481,12.897477,12.753115,12.479219,12.606641,12.875053,13.233773000000001,13.418779999999998,13.0982065,13.058066499999999,13.176167000000001
SEPHS2,9.348443,9.64354,9.721960000000001,9.420816,9.584122,9.558649,9.670447,9.506525,9.614317999999999,9.417783,9.521274,9.204021000000001
SEPN1,9.503881,9.77699,10.046236,9.704186,9.734803999999999,9.198942,9.88374,9.668804,9.782169999999999,9.207537,9.528317,9.4863
SEPP1,6.8955625,7.370605499999999,7.255825,7.726449499999999,7.588880499999999,7.851839999999999,7.0462869999999995,7.404428,7.422577,7.316757000000001,6.7630479999999995,7.304183500000001
SEPSECS,6.813604499999999,6.8066015,6.715974,6.742044,6.781788000000001,6.8618985,6.7001005000000005,6.782547,6.6770285000000005,6.765277,6.757011500000001,6.671627
SEPT1,6.776155499999999,6.828904,6.83971,6.898955,6.8598505,6.868466000000001,6.8682205000000005,6.846147500000001,6.829642999999999,6.839687,6.6608220000000005,6.695346499999999
SEPT10,6.9150100000000005,6.80571,6.755172999999999,6.830133999999999,6.599191,6.852415,6.639164,6.811881,6.588425,6.890675,6.685199000000001,6.933551
SEPT11,7.3288495,7.0684805,6.896905,7.2853414999999995,7.2850505000000005,7.2853295,7.592797999999999,7.4572655,6.6613755,7.337928,7.4677765,7.234817999999999
SEPT12,6.798887,6.893388000000001,6.797001,6.835583,6.997742999999999,6.849060000000001,6.977485000000001,6.8306960000000005,6.874511,6.883398,6.890761,6.833583999999999
SEPT14,6.2652075,6.366366,6.3869525000000005,6.2805045,6.399019,6.349042,6.326295,6.3939205,6.3403279999999995,6.437933999999999,6.2803225,6.346585
SEPT2,9.7756085,9.676353,9.245918,9.705652,9.655080499999999,9.7498345,9.5414875,9.4978465,8.923973,9.789356,9.44476,9.6072665
SEPT3,8.967485,9.8551535,9.839368499999999,9.989703500000001,10.146073,10.098274499999999,9.867842,9.978512,8.990202,9.7386275,8.999299,9.52388
SEPT4,6.8434845,7.1412205,7.1096449999999995,6.9692585000000005,7.0262925,6.952423,7.031971,7.0068660000000005,7.0485940000000005,7.281181,6.9174085000000005,7.127294
SEPT5,6.719716,6.342761,6.674597,6.476453,6.637786,6.710819,6.611522999999999,6.502278,6.582839,6.636659,6.608378999999999,6.596383
SEPT6,7.4773320000000005,6.928208000000001,6.517644000000001,7.102606,7.0193520000000005,7.106169,6.662628999999999,6.602983,6.596309,6.8993970000000004,6.91666,6.704298
SEPT7,6.628321000000001,6.770511,6.747897999999999,6.735488,6.703539999999999,6.847349,6.72099,6.677086999999999,6.973275999999999,6.763589,6.692511,6.833958999999999
SEPT7P2,7.1098669999999995,6.9946205,6.7430205,6.7986545,6.8219845,6.907603999999999,6.838108999999999,6.9029405,6.7150205000000005,6.7520995,6.7497665,6.7483345
SEPT8,7.015314,6.99401,7.105856,7.005344,6.94848,6.942603999999999,6.99412,6.933402,7.158697999999999,7.0562830000000005,6.977353,7.077636
SEPT9,14.169929999999999,14.286323999999999,14.524562,14.173129999999999,14.400689999999999,14.271213000000001,14.323915,14.246191,14.310201999999999,14.288672,14.154297,14.254229
SEPW1,11.505761,12.173974000000001,12.071507,11.932891999999999,11.960246000000001,11.921864,11.962319,11.833011,12.397966,11.562071000000001,11.644125,11.805258
SERAC1,7.0385539999999995,7.250339,7.290769500000001,7.2662415,7.2869399999999995,7.208497500000001,7.3718544999999995,7.194103500000001,6.871861,7.062917,6.999817500000001,7.250315
SERBP1,11.414225,11.498183000000001,10.664027,11.579176,11.584617999999999,11.488491999999999,11.740847,11.702926,9.745757000000001,11.737169,11.412494,11.432697000000001
SERF1A,6.7991545,6.867798,6.8166485,6.9948455,7.165895,7.0098715,6.922698,6.9130795,7.254734,7.097294000000001,7.033189999999999,7.045039999999999
SERF1B,7.857308,8.01165,8.050078,8.021545,8.1499365,8.1245615,7.963760499999999,8.1519215,8.555578500000001,8.18253,8.1102745,8.1563825
SERF2,10.211253999999998,10.6477285,10.479407499999999,10.4412085,10.706641000000001,10.704581,10.426755,10.5258155,10.5956955,10.1135235,10.4698335,10.200998
SERGEF,9.081172,9.490446,9.508617,8.948938,8.968615,9.133594,9.143521,9.011664,9.675298,9.030531,8.765799000000001,9.179658
SERHL2,6.3948985,6.427444,6.366265,6.412333,6.4700695,6.3753805,6.377079,6.334457,6.401838,6.4840165,6.443099500000001,6.5152325
SERINC1,8.529408,8.283301,7.607597999999999,8.148949,8.475927,8.434416,8.532633,8.429446,7.739511,8.731145,8.721416,8.263027000000001
SERINC2,8.283783,8.993752,9.366883,8.864797,9.104965,8.706305,8.941972,8.880875999999999,9.564653,8.617132000000002,8.274853,8.671078
SERINC3,7.174828,6.981596000000001,7.0582970000000005,7.0274220000000005,7.022966,7.0538240000000005,7.146336,6.971821,6.7141589999999995,6.800586,7.110271000000001,6.987814999999999
SERINC4,7.349715,7.153969,7.027969000000001,7.165502,7.051624,7.002825,7.241475,7.086758000000001,7.031381,6.92202,7.069203,7.038399000000001
SERINC5,6.721005,6.8979035,6.60094,6.8089765,6.813822,6.7964175000000004,6.942578500000001,6.7999244999999995,6.784155499999999,6.8552615,6.739103500000001,6.8369985
SERP1,9.756701,9.457696,9.323768,9.5987,9.368322000000001,9.435946000000001,9.379389,9.365011,9.581087,9.494749,9.359836,9.515505000000001
SERP2,8.075314,8.150888,8.004525,7.939398,8.379209,8.182808,7.877706,7.991917,8.577982,8.298764,8.480508,8.018483
SERPINA1,6.5290305,6.502256,6.548181,6.631892,6.5158065,6.4327275,6.6135965,6.5744295,6.5255535,6.4777765,6.609499499999999,6.668781
SERPINA10,7.690817,7.271114999999999,7.452125,7.22549,7.40258,7.296825,7.571733,7.260697,7.601108999999999,7.399308,7.727061999999999,7.432227
SERPINA11,6.854766499999999,6.893603999999999,6.7728589999999995,6.7740385,6.786258,6.7472259999999995,6.8964355,6.660835499999999,6.790397500000001,6.668025999999999,6.872135000000001,6.791195500000001
SERPINA12,6.2061839999999995,6.144113,6.113136,6.156497,6.222375,6.092249,6.204427,6.4129059999999996,5.952306,6.277588,6.27827,6.262386
SERPINA13P,6.349951,6.48158,6.33898,6.526548,6.365136,6.419701,6.286944999999999,6.450736,6.472196,6.303582,6.402017,6.621987
SERPINA3,6.661845,6.586633999999999,6.400131,6.584484,6.393009999999999,6.589125,6.511754,6.719888,6.68923,6.687883,6.274726,6.495573
SERPINA4,6.695697,6.858391,6.822502,6.911554,6.989387,6.8102800000000006,6.855776,6.731567999999999,6.837111999999999,6.745311,6.6542330000000005,6.730847
SERPINA5,7.202047,7.209466,7.091702000000001,7.274984,7.160283,7.259575,7.254336,7.247207,7.732863,6.9282639999999995,7.159777,7.111899
SERPINA6,6.442528,5.858564,6.236503,6.160614,6.141055000000001,6.333863,6.194551000000001,6.176001,6.094579,6.149316000000001,6.107339,6.138823
SERPINA7,6.3826849999999995,6.369859,6.365976,6.337754,6.466115,6.308749,6.363478,6.2958,6.346344,6.3357529999999995,6.448405999999999,6.287585
SERPINA9,6.4760355,6.4370985,6.452716000000001,6.406114499999999,6.523403500000001,6.4256555,6.512042500000001,6.4381865,6.520238,6.447189,6.4170264999999995,6.5292864999999995
SERPINB1,8.667799,8.575125,8.713969,7.754425,7.7115990000000005,7.972755,7.804946000000001,7.831825,7.973068,7.779418,7.148466,7.669046000000001
SERPINB10,6.53848,6.484634,6.599667999999999,6.444259,6.678638,6.730123,6.7869,6.601227000000001,6.583653999999999,6.702980999999999,6.637885000000001,6.607568
SERPINB11,6.723439,6.758927000000001,6.802489,6.669138,6.603944,6.6657210000000005,6.710611999999999,6.664165,6.562482000000001,6.736756,6.7983720000000005,6.735114
SERPINB12,6.218033,6.0433580000000005,6.215166,6.103326999999999,6.208857,6.056718,6.130918,6.350928,6.358102,6.037008999999999,6.107667,6.05316
SERPINB13,6.623372,6.64163,6.657227000000001,6.549621,6.650107000000001,6.723994,6.740594000000001,6.776058,6.745095,6.7580800000000005,6.696202,6.591249
SERPINB2,6.607835499999999,6.5308955,6.641282,6.593134,6.659669,6.6773835,6.711558999999999,6.7693745,6.5596585,6.5544035,6.627049,6.729584
SERPINB3,6.5195004999999995,6.4190895,6.3418265,6.659356,6.656192,6.6492865000000005,6.43985,6.329006,6.3430865,6.8893205,7.003039500000001,6.8517775
SERPINB4,6.792757000000001,6.544154,6.468783,7.086292,6.868842,6.934489999999999,6.79027,6.6156880000000005,6.657085,7.367924,7.79405,7.452486
SERPINB5,6.832363000000001,6.570059,6.5735589999999995,6.5752679999999994,6.853839,6.647172,6.591766000000001,6.538093,6.6196399999999995,6.582134,6.784791,6.635078
SERPINB6,9.213438499999999,8.6988125,8.812292999999999,8.655296,8.737353,8.750218499999999,8.7330905,8.5932785,8.712883,8.6008865,8.865648,8.631164
SERPINB7,6.6337850000000005,6.5265555,6.6623125,6.4306765,6.608006,6.5207995,6.6034815,6.4951385,6.653985499999999,6.582857499999999,6.8924965,6.604508500000001
SERPINB8,6.8549169999999995,6.602855,6.6357289999999995,6.791233999999999,6.703645,6.822744,6.6804125,6.7289075,6.625988,6.8760395,7.0942985,7.154789999999999
SERPINB9,8.258925,7.692309,7.697464,8.0032565,7.601685000000001,7.728706,7.0378875,7.054616499999999,6.661599000000001,7.7957295,8.265878,8.681701
SERPINC1,6.441093,6.400759,6.47688,6.459276,6.441362000000001,6.3543389999999995,6.361427,6.374032,6.370698,6.441571,6.279116999999999,6.45969
SERPIND1,6.441951,6.470823,6.634996000000001,6.520166000000001,6.490321,6.421759,6.482973,6.428858999999999,6.415399,6.316635,6.418444,6.349341000000001
SERPINE1,9.71922,7.3988320000000005,8.352708999999999,8.174856,8.110502,8.208653,8.726352,8.639602,8.773014,8.935299,9.940408999999999,9.409794
SERPINE2,13.120438,12.714648,12.690878,12.508830999999999,12.74845,12.887132000000001,12.828507,12.707419,11.709182,12.74845,14.002638000000001,12.879769
SERPINE3,6.6212919999999995,6.7112715,6.598305,6.648979,6.6216574999999995,6.742877,6.7058525,6.583911,6.6987845,6.689844,6.6636665,6.646941
SERPINF1,7.3100830000000006,7.675724000000001,7.488177,7.502688,7.7075,7.689538000000001,7.26662,6.968977000000001,7.041278999999999,7.062458,7.209128,6.973638
SERPINF2,6.884496,7.141314,7.647783,7.469044,7.776743,7.282291000000001,6.606936,6.7219619999999995,6.897133,6.687772,6.568455999999999,6.866691
SERPING1,8.091857000000001,8.303739,8.2449475,8.349944,8.3908075,8.1544185,8.2783095,8.258697,7.986799,8.203106,8.2145175,8.208642999999999
SERPINH1,11.81391,12.152122,12.119928,12.25451,12.224723,12.138128,12.081908,12.099788,12.734589999999999,11.676394,11.851315,12.214014
SERPINI1,7.764253,7.578398,7.476744999999999,7.7131929999999995,7.617414999999999,7.7791955,7.540975,7.5850815,7.9176305,7.713867,7.2956965,7.694884
SERPINI2,6.373246,6.549448,6.243564,6.370533999999999,6.5862110000000005,6.501265,6.464897000000001,6.396859,6.345574,6.4962,6.60568,6.372498
SERTAD1,9.109508,10.105078,10.009419,11.448725,10.789774000000001,10.595738,11.682625,11.52716,10.187535,10.982547,10.287013,12.420194
SERTAD2,11.265571000000001,9.33808,9.95005,9.819775,9.842079,9.624566999999999,9.67403,9.71452,8.859668,8.875772,9.325743,8.736979
SERTAD3,7.174014,7.311367999999999,7.356636,7.410113000000001,7.168207000000001,7.43687,7.144606,7.201819,7.512415,7.152317,7.000483,7.386847
SERTAD4,7.010975,7.6329199999999995,7.268984,8.547452,8.331131,8.414689,8.745095,8.545035,7.082821000000001,8.404630000000001,8.729619,8.270632
SERTAD4-AS1,7.471710000000001,7.290699000000001,7.509472,7.782572,7.833736,7.788438,8.0963,8.064156,8.47513,7.568722,8.269197,7.626933999999999
SERTM1,6.737889,6.6857429999999995,6.560735,6.6881325,6.640449,6.622094000000001,6.750899,6.791327000000001,6.694202000000001,6.7008675,6.7069339999999995,6.7884375
SESN1,9.617891,9.519699000000001,10.020891,9.516608999999999,9.59088,9.411232,9.447395,9.185797,9.508995,8.604934,9.25521,8.876438
SESN2,8.502806,8.617132000000002,9.314908,8.31332,8.564210000000001,8.23393,8.492047,8.608499,9.997630000000001,8.643322,9.057295,8.57593
SESN3,7.036179,7.366801,7.531842999999999,7.24832,7.424646000000001,7.443567,7.258417,7.329771000000001,7.397733000000001,7.741966000000001,7.465924,7.556572999999999
SESTD1,9.555717,8.298764,8.493580999999999,8.662967,8.130865,8.599712,8.258922,8.372996,8.336674,8.91825,8.6926,8.808982
SET,13.729126,13.771146,13.458355,13.857801,13.839910999999999,13.912938,13.791711,13.829628,13.022628,14.05499,13.622160999999998,13.816239999999999
SETBP1,8.330613,8.409416,7.803007000000001,8.716163,8.454646,8.518611,8.445664,8.290968,7.195533999999999,7.942247999999999,8.240459,7.921857000000001
SETD1A,10.056922,10.115958000000001,9.867668,10.318928999999999,10.373573,10.172402,10.430384,10.316713,10.152887,10.40277,10.531222,10.191372
SETD1B,7.6896830000000005,7.536953,7.2586960000000005,7.853707000000001,7.880539,7.729208,8.141895,7.980521,7.04165,8.330186,8.1717,8.131986999999999
SETD2,10.704345,10.164223,9.246027999999999,11.111903,10.696171000000001,10.515936,10.635288000000001,10.740014,8.356546,10.952548,11.177802999999999,10.588662
SETD3,8.143221,7.4217059999999995,7.311781,7.668951,7.229536,7.780336,7.193447999999999,7.244752,7.224313,7.938110000000001,7.035117,7.7463809999999995
SETD4,8.669541,8.343156,7.882388000000001,8.20565,8.619556,8.548682000000001,8.292266,8.490527,8.051186999999999,8.838217,8.595247,8.858523
SETD6,8.500314999999999,8.537792999999999,8.20122,8.936461,8.417308,8.788480999999999,8.832222999999999,8.844903,8.699699,8.555357,8.649277,8.484117999999999
SETD7,6.535294,6.257445,6.332021,6.43476,6.404096,6.3331599999999995,6.346344,6.4812080000000005,6.345629,6.409624,6.498379,6.254196
SETD9,9.662844,9.686408,9.66721,7.6142259999999995,7.951696000000001,7.825449000000001,9.003555,8.910839999999999,9.605295,8.785193,9.256089999999999,8.765799000000001
SETDB1,10.010925,9.725369,9.708652,9.858305999999999,9.744108,9.817033,9.6177,9.700508000000001,8.431094,9.821523,10.08853,9.739442
SETDB2,8.688741,9.083831,8.941972,8.704847000000001,8.961053,8.813414999999999,8.760418,8.684357,8.524828,8.732299000000001,8.781267,8.557777
SETMAR,9.560236,9.807932000000001,9.093223,9.717039,9.897995,10.029547,9.569450999999999,9.740981,9.521274,9.962102999999999,9.560236,9.899611
SETX,9.219218,8.849492,8.333893,9.266472,8.750672,8.839746,9.154136,9.044111000000001,7.727956,9.392177,9.082849000000001,9.134428
SEZ6,7.509472,7.421807,7.522647999999999,7.533322999999999,7.2738130000000005,7.268654,7.37936,7.308519,7.051365,7.205112,7.025187,7.243544
SEZ6L,6.073648,6.1727669999999994,6.341846,6.303221,6.327849,6.224029,6.1063529999999995,6.144507,6.171608,6.09796,6.273304,6.098959
SEZ6L2,8.2655765,8.168076,8.497759,8.284397,8.431516499999999,8.2177855,8.339716000000001,8.3326245,8.6942275,8.200213,8.104248,8.372017999999999
SF1,7.194781,7.256142,7.144003,7.6411929999999995,6.91443,7.2997369999999995,7.186524,7.1410350000000005,6.796489,7.240434,7.193758,7.4319690000000005
SF3A1,6.77497,6.672452000000001,6.602966,6.699623,6.7430330000000005,6.689824000000001,6.800101,6.763917999999999,6.646202000000001,6.7634669999999995,6.740453,6.834085000000001
